text,reason,label
nice application never freezes,app never freezes,1
i can not register this how work 0 points is disgusting,want to record points,1
i can not write where i want,want to write where i want,1
for example the taskbar goes black,taskbar goes black,1
a very useful application for distance learning became better when it comes to turkish support,good for distance learning,1
wonderful possibility to conduct group lessons,good for group learning,1
it is not possible to connect headphones,want to connect headphones,1
i can not change my language to russian or ukrainian!,want to change russian language,1
"as for now, zoom app is not able to connect to car bluetooth.",zoom app is not connected to car bluetooth,1
i can not load memory is writes failed to load,want to load memory,1
i can not properly configure the application to work.,want to set up app,1
how to translate a language?,want to translate a language,1
"good afternoon, zoom is a normal app, but i put four stars because you can not change the language and before that a bad connection if you are reading this then please so that it is not.",want to change language and facing network connection issues,1
unable to configure anything.,want to configure anything,1
very good noise cancellation,sound cancellation is good,1
"every first time it catches the upgrade, but the upgrade does not work.",upgrade does not work,1
phone screen sharing is slow,phone screen sharing is slow,1
i can not zoom back to my phone,want to zoom back to phone,1
i do not know how to get a picture,want to get a picture,1
should have a filter for the face,want a filter for the face,1
app is splashed out while the network is so strong i rated 3,app is splashed out while the network is good,1
"smooth app, easy to update",app is easy to update,1
do not use background in video,do not use background in video,1
installing a backdrop is difficult,installing a backdrop is difficult,1
quite lag application for weak machines,poor performance for weak machines,1
should add a feature to delete messages and the room owner can set a sign for each member,want to delete messages,1
this app keeps learning a little bit of splashed out and clear my network is full of lines and it still splashed out.,app keeps getting splashed out,1
"can not zoom out to use other apps, quite inconvenient, although the camera still has a miniature mode",want to zoom out to use other apps,1
login is not recommended for 1 star,login is not recommended for 1 star,1
i think it is not a good idea to use the android phone and the android filter,android phone and android filter are bad,1
the application does not open.,unable to use app,1
the app is too slow.,app is slow compared to other platforms,1
app is great.but too many ads.,too many ads in app,1
this app is not working on android devices,unable to load the android app,1
I have uninstalled and reinstalled twice to no avail.,reinstalling did not work,1
too many ads even if you have paid subscription.,getting ads despite paying for subscription,1
why hotstar is not working?,unable to watch on hotstar,1
i am not able to download the app.,unable to download app,1
best streaming service ever.,good for streaming,1
videos do not play.,unable to play videos,1
it will not open on my phone!,unable to use on phone,1
"since the last update, the app no longer works.",unable to open app since the last update,1
video quality is very poor,video and picture quality is bad,1
just add a playback speed option,want playback speed control option,1
i need to uninstall it and reinstall it,want to reinstall,1
the app crashes frequently.,app is crashing,1
episodes do not load.,unable to load the episodes list,1
every time i open the app it freezes,app freezes automatically,1
i can not update this app,unable to update app,1
it takes a long time to open the app,app is slow to load,1
wifi does not work either,unable to use the app on wifi,1
"the app is good because i can watch a lot of movies, series, whenever i want",good for watching movies and serials,1
this app does not work well on tv,unable to use app on the tv,1
"the content is great, but the app sucks.",app is not good,1
worst ott platform ever.,poor ott platform,1
best ott app in the world,best ott platform,1
subtitles for movies that are cast on chromecast are so small that they can not be adjusted!,unable to adjust subtitles,1
why is this app not responding on my device,app is not working consistently,1
i can not watch ipl,unable to view ipl matches,1
"video quality is poor, and continuously interrupted with buffers.",video keeps buffering,1
for some reason lately the app has not loaded.,facing connection problems with the app,1
"in addition, the subtitles are too small, and the size of the subtitles cannot be changed when running on a mobile device, which is very difficult to use.",subtitles are small on tv,1
whether on my tv or phone the app frequently stops playing in the middle of a show.,app is crashing while watching videos,1
best app for watching cricket,good for watching cricket and movies,1
android tv also does not work properly.,app is not working on android tv,1
subtitles do not work well.,unable to view subtitles clearly,1
streaming to chromecast just plain does not work.,unable to stream on chromecast,1
i can not connect to the tv.,unable to watch on smart tv,1
"fantastic app, moderate prices and suitable for everyone!",app is good with reasonable price,1
i will not say this app is boring but ads are annoying,ads are annoying,1
i have an espn+ subscription and it does not let me watch certain programs.,unable to watch espn+,1
"it does not load all the episodes like its supposed to .it was working perfectly a week ago, but after the update it messed it up badly.",unable to see past episodes after update,1
"best entertainment app for video, movie, cartoon","good for watching movies, series and cartoons",1
but it is not my connection because no other app on my phone fails,unable to connect to internet,1
would be amazing if the app worked on the television.,want an app on smart tv,1
i cannot boot into the disney plus app.,unable to connect to disney+,1
lots of great shows and movies to stream.,good app for watching shows,1
i canceled my subscription at least 2 months ago and they kept taking the money out of my account.,unauthorised charges after cancelling subscription,1
for multiple months now viewing progress is not saved when watching tv shows or movies via chromecast.,unable to sync watched episodes on chromecast,1
please give us an update because the app is completely frozen as soon as it is opened.,app locks up frequently,1
downloaded movies cannot be watched without the internet.,unable to play offline videos,1
having to watch a 30 to 40 second ad for a 45 second highlight is just unacceptable.,getting ads frequently,1
"the app is terrible, although it has most of the things that i like to watch, but it does not matter if it does not work properly.",app is bad to watch videos,1
sound will not play on ipad after ios update.,unable to hear sound on ios after update,1
ads are too lengthy.,getting long duration ads,1
the app crashes when you try to open it,app crashes when entering the app,1
i can not get past the loading screen.,unable to load screen,1
downloaded the app .and it will not let me sign up.,unable to create account with the app,1
will not let me update my payment info.,unable to update payment information,1
this really is a good app to use when you want to watch disney+,app is good to watch disney content,1
download speeds are slow.,videos download time is slow,1
does not work on a samsung s7plus tablet.,unable to use on tablet,1
but soon the screen turns black and,app shows black screen,1
this app does not work on the samsung tablet anymore.,app does not work on samsung devices,1
very nice app i recommend to everyone cheaper and better than netflix,app service is better than netflix,1
the app hangs up every time you start it.,app hangs up automatically,1
"please add some 144, 240 video quality options in the app",want 240p video quality,1
this app is good for playing all sports and movies .,good for watching sports and movies,1
there is still no audio on my ipad!,unable to hear audio on ios,1
there are no spider-man movies,want spiderman movies,1
i tried re-installing the app and did not fix the issue.,reinstalling app does not solve the issues,1
best streaming channel ever,best streaming service,1
i can not watch the games live,unable to view live matches,1
streaming functionality is awful.,worst app for streaming,1
it takes time to load it,loading time is slow,1
always buffering while watching ipl even on good internet speed this is ridiculous,app has buffering issue while watching ipl,1
why should subscribers pay their money and get disappointed all the time?,app subscription is not worthy,1
it is cheaper than cable or satellite.,better than cable,1
you have to uninstall it all the time because it just does not connect.,have to reinstall the app to make the app work,1
the app is a great problem because there are not some movies that were supposed to be featured,service does not offer many movies,1
"it is very slow, it takes a long time to load the images from the gallery and start the videos,",app is lagging,1
but i try to create an account,want to create an account,1
i could not watch the movie i wanted to watch for god's sake,unable to view all movies,1
i can not install it on my aoc smart tv,unable to install on tv,1
"it fails a lot, i have to delete and re-download so that there is no problem.",unable to download content,1
but it will not let me see anything because i do not have a tv provider.,unable to watch live video without cable,1
this app is good for watching classics etc.,app is good for movies,1
the application works shockingly badly,app has many errors,1
"netflix might be taking losses, but they have a much better viewing experience.",netflix is better,1
user experience of this app is not very good.,app is difficult to use,1
"playing videos happens automatically on the home screen, but they do not stop when the app is minimized, and sometimes not even when the app is closed.",video keeps playing in background after exiting the app,1
these notifications are ridiculous and do not honor their own settings (they send notifications that i turned off anyway).,getting notifications even after turning it off,1
hulu does not play on my roku devices!,unable to do screen mirror hulu on roku devices,1
"keeping track of which episode one is on in a series is impossible because ""watched episodes"" do not work as it should.",unable to keep track of episodes,1
i use other streaming applications too but only hotstar is showing this problem,unable to access live tv,1
will not let me download episodes,unable to download episodes,1
love the app as i get to keep up with all sports events,good for sports,1
i have a problem with subtitles when streaming on chromecast.,unable to use subtitles on chromecast,1
i can not download any movies .,unable to download movies,1
will not even let me create an account.,unable to create an account,1
it takes a long time to charge.,charge time is slow,1
super easy to use,app is user friendly,1
i love watching marvel movies series in this ott app,good for watching marvel movies,1
i cannot stream on my tv,unable to watch on tv,1
terrible when coming to live streaming.,app is very bad for live streaming,1
it starts buffering even if you have a good internet connection.,app performance is bad despite good internet,1
i like this app but remove the extra ads,want to remove ads,1
when i try to open the app on my ipad,unable to open the app on ipad,1
getting too many notifications.,getting too many notifications,1
i have to uninstall and install it again to get it working again.,reinstalled the app multiple times due to frequent issues,1
please give me free subscription,want a free subscription,1
"but now i can not connect because of an error code 42, can someone help me?",getting error 42 for no internet connection,1
i have the app installed on my tv,want to install app on tv,1
it is not possible to log in either from the pc or from the tv.,unable to login on tv,1
i think you should change the app name to adstar.,want to change the app name to adstar,1
picture in picture functionality does not work.,unable to use picture in picture mode,1
you can not select episodes.,unable to select episodes,1
my 1 year subscription amount is wasted.,total subscription amount is wasted,1
"sometimes the app will crash, but i just restart my phone.",mobile app crashes frequently,1
audio quality is very poor.,sound quality is poor,1
"my pin keeps getting an error, and it is right, so i try again another time",getting incorrect pin error,1
the app is very good but a bit expensive.,app is expensive,1
make the app free for everyone,want the app for free,1
substitles are too small when using chromecast.,want to adjust subtitle size on chromecast,1
"subtitles are also often broken, otherwise they just can not keep up with the speed of the conversation, and sometimes there are no subtitles at all.",subtitles are delayed,1
is this app good for watching live?,good for watching live shows,1
all i get is a black screen with the audio only.,getting black screen with audio,1
this is a good app for live match and movies.,good for watching live matches and movies,1
i used the app hoping to watch ipl,want to watch ipl,1
but when the internet is a little slow it takes a long time,internet is slow,1
can you please put in a screen lock.,want screen lock feature,1
often it will not auto-play the next episode,unable to auto play next episode,1
when scrolling down it swipes right and left instead,unable to use scroll function,1
why are the commercials so loud.,ads are louder than the content,1
"my subscription had expired, now i want to reactivate it",want to renew subscription,1
where is the rest of the second season of the owl house?,want to know the status of the owl house season two,1
it tells me that you can not connect to the server.,unable to connect to the server,1
"why can i no longer remove shows from the ""keep watching"" category?",want to remove shows from watchlist,1
still full screen issue is not resolved if we use full screen,unable to use full screen,1
it keeps charging endlessly without ever opening,app keeps charging,1
whenever i start to play something the app hangs and then crashes.,app crashes during playback,1
i am trying to watch live cricket,want to watch live cricket,1
videos are not playing after showing ads.,unable to play video after advertisement,1
i already updated it and it did not fix the problem.,updating the app did not solve the issue,1
"the content is good, but the application is not optimized",ux/ui is bad,1
"unfortunately, i have to rate the app poorly because it simply does not work.",app performance is bad,1
this app keeps closing down,app keeps auto closing,1
i hate that i pay for a service,worst paid subscription service,1
audio keeps going out of sync.,audio keeps going out of sync,1
"it is slow to download, and it crashes many times.",app crashes frequently and video download issues,1
improve quality of the video,video quality is best,1
the app is always loading but it does not start.,app keeps loading indefinitely,1
it is inconvenient to have reopen the app every time i try to watch a movie.,have to reinstall the app frequently to watch movies,1
"every time i open the app, I am told to update to the latest version.",getting frequent update notifications,1
there is a lot of lagging even in high speed internet.,facing buffering issues despite good network,1
but the volume came a little low.,volume is too low,1
it is so frustrating to pay money for a streaming service and then find out the app does not work.,unable to use streaming service,1
i have been a long time hulu subscriber and my app started not working about two months ago.,unable to view video on hulu,1
as soon as i open my app it is getting stuck at the home screen.,app is stuck on home page indefinitely,1
crashes every time while watching videos,video is crashing,1
i should be able to choose which episode to see.,want to be able to select episodes,1
"it is a very bad app, it stays charging and charging for a long time, i can only watch disney on my computer, because the app never loads.",app is bad and unable to load,1
"i wanted to see something with you, my app seems to be outdated because they said that new episodes of the owl house came out",want to watch new owl house episodes,1
the playback controls are unresponsive.,unable to adjust playback speed,1
it is nice to have a star wars and marvel category.,good for watching star wars and marvel movies,1
i stopped working because of an error 83,getting enter code 83,1
it takes forever to download the app.,download speed is very slow,1
supposedly my profile pin is incorrect.,unable to enter profile pin,1
the subtitles are a mess.,subtitles are bad,1
it takes a long time to connect to the tv via chromecast.,app takes too long to connect to chromecast,1
it does not open the home page anymore,unable to access the home page,1
"terrible, you use it a couple of times normally, but then it crashes ridiculously when you start it, and so on, until you uninstall and install again, that is horrible, fix it.",have to reinstall the app due to frequent crashes,1
i want to watch a movie,want to watch movies,1
"asking me to login every time i switch to a new device, at my comfort, is very frustrating.",have to login the app every time after opening the app,1
then i logged out to enter the app again,getting auto logged out frequently,1
it worked at the beginning but now it will not let me watch my show,unable to watch shows,1
"i have to disconnect, close the app, reopen it and select the episode again.",have to reset the app frequently due to issues,1
i had not visited hulu for a while on my ipad.,unable to use hulu on ios,1
i routinely have to force close the app to make it work properly.,have to restart the app frequently due to issues,1
"i liked the app, but recently the sound has stopped working.",unable to hear audio,1
"as of this morning i cannot screen cast for some stupid reason, fix this",unable to mirror screen,1
my dvr shows do not load.,unable to record video,1
it is not worth paying the subscription for such a mediocre service,app service is bad,1
sometimes it wants to restart the same episode,unable to continue the episode,1
"also, no video quality adjustment is performed.",unable to adjust video quality,1
but i want new movies more,need to update with new movies,1
disney is exposing my kids to sexuality too young.,kids are getting exposed to sexual content,1
free subscription should be given for one month,want one month free subscription,1
"the application does not work, does not turn on, so you cannot create an account.",unable to login on app,1
very nice app with less consuming data,app is consuming more data,1
it takes a long time to log in if you manage to log in,app takes too long to login,1
when i play it the screen just turns black.,screen turns black after playing video,1
the content is not bad but not rich enough.,streaming content is less,1
thank you for putting the new owl house episodes on [?],want another season for owl house,1
i can airplay it but lately it will not connect.,unable to connect to airplay,1
many shows on disney+ are ones that i would love to watch.,want more content on the platform,1
otp is not received,unable to receive otp,1
"sometimes hulu will completely not open, just a blank screen.",getting blank screen after launching the app,1
when i try to login into hulu the app kicks me out!,unable to login into hulu,1
i have a samsung galaxy s22 ultra and the app freezes as soon as i log in.,app freezes frequently during login,1
why pay so much when you can not watch what you have paid for?,unable to watch all content,1
it will not let me watch or load on my android,unable to play video on android,1
please delete the app that supports gay people,want to delete the app,1
it is ridiculous to pay for something you do not want to use anymore.,do not want to use the app,1
none of my other movie apps have this problem,unable to play movies,1
continuing watching but not being able to click on a different episode is ridiculous.,unable to get next episode button,1
but i want to sign in on my tv.,want to login on tv,1
"whenever i try it i get a connection error, and i check",getting connection error issue,1
now it does not work on oneplus,unable to start on oneplus,1
dolby atmos does not work on firetv.,unable to use dolby atmos,1
i tried all the troubleshooting tips to no avail.,troubleshooting did not help,1
internet connectivity is poor.,app has poor network speed,1
"hello, it will not let me transfer the disney application to samsung tv",unable to use disney app on samsung tv,1
please provide streaming quality starting from 144p.,want 144p video quality option,1
"please do not buy any subscription on this app , it is a scam",do not want the subscription,1
i tried to contact customer care but of no use.,unable to communicate with customer service,1
"because of this platform, they closed the disney xd channel",want to use disney xd,1
useless aap waste of time can not watch shows on t.v with subscription,unable to view some content despite taking subscription,1
subtitles go off the screen.,subtitles go off the screen,1
the application interface is also excellent,ui/ux is good,1
i recommend an excellent app is worth the money you give.,app is good and worth the price,1
best quality from all streaming platforms,best quality from all streaming platforms,1
so there was this update and now i have no sound.,unable to hear audio after update,1
but i can not link my cell phone to the tv.,unable to cast video from cell phone to tv,1
since my last update on my ipad the audio on hulu does not work.,unable to hear audio on hulu,1
worst app not showing live cricket properly,unable to view live cricket,1
hulu is not working on my phone.,unable to use hulu on phone,1
I have been trying to cancel my subscription for a while,unable to unsubscribe,1
it will not allow me to download it to the tv,unable to download the app on tv,1
the sound is not working.,sound is not working,1
i can not use it because it says it is not available in certain regions,unable to use in certain regions,1
it will not load after i logged in.,unable to load after login,1
video quality is not clear.,video quality is not clear,1
please make a double speed function!,want double speed function,1
though the subscription is quite pricey,subscription plans are expensive,1
i want to subscribe,want to use subscription,1
i enjoy the variety that hulu has to offer.,app has very good content,1
i hope to increase the double speed playback function,want double speed playback,1
but it no longer works with my ipad.,unable to use on ipad,1
one of the best apps to keep up with past and current sports events,good app for sports,1
I am not able to sign up for hulu,unable to sign up for hulu,1
i love all the shows available on hulu,hulu has good content,1
i want to cancel my account,want to close account,1
this is amazing app for live streaming,app is good for watching live streaming,1
app fails to work offline despite being up to date.,unable to access the app without internet connection,1
i have major problem with buffering of this app,app has buffering issue,1
the app sucks on android.,android app is bad,1
this is a really good family app,app has good content for whole family,1
i sign in with the correct password and it tells me it is wrong.,getting incorrect password error,1
the subtitles are really too small to read.,subtitles are too small,1
I have been having a lot of problems recently with hulu.,facing frequent issues with hulu,1
not working on any of my devices now.,unable to work on any device,1
always has loading problems,app has frequent loading issues,1
i can not subscribe from the app.,unable to subscribe on app,1
i think hulu is very expensive.,hulu subscription is expensive,1
I am paying for a service that i can not use.,unable to use the service,1
the app constantly freezes.,"app crashes, freezes and buffers frequently",1
i have a problem with my moto g20.,unable to use on moto g20,1
the videos have been buffering since the time i downloaded this app.,downloaded videos are buffering,1
best platform for entertainment,best entertainment platform,1
i just keep getting error codes.,getting error code frequently,1
"the app is super slow and crappy, often i can not even open it.",app is slow and crashes frequently,1
"since i update it, it will not let me enter the app",unable to login since the update,1
i do not want to download anything,do not want to download,1
streaming is very poor.,live stream quality is poor,1
"after the update, videos are no longer playing properly.",unable to play video after the update,1
"every time i open the app, it is stuck",app keeps getting stuck,1
subtitles on chromecast are tiny.,subtitles on chromecast are small,1
it lags a lot especially during live match.,video lags a lot during live matches,1
"you should add the option to remove from the ""continue watching"" list.",want to remove videos from continue watching list,1
i paid the subscription but it does not work!,unable to make payment,1
the absolute worst tv app out here.,worst app to watch movies and series,1
every time i want to log in i have to log in.,app requests to login frequently,1
I am getting a blank screen after logging in.,getting blank screen after logging in,1
when i want to download anything from the phone i can not download it.,unable to download on phone,1
i can not reactivate my account.,unable to reactivate account,1
unable to download or update,unable to download and update,1
now it is a download problem.,facing issues with downloads,1
i want arabic subtitles,need arabic language subtitles,1
especially if i play a video after sometimes it automatically pauses.,video keeps pausing automatically,1
the app is lagging while playing video.,app is lagging while playing video,1
and i have to restart my phone every time.,have to restart phone due to issues in app,1
it will not stop buffering and it is not because my connection is bad,app has connection and buffering issues,1
it is too slow to open,app is slow while opening,1
the app crashes when i start a movie.,app crashes when starting a movie,1
i can not see videos on hotstar,unable to play video in hotstar,1
it does not charge on my cell,unable to charge on cell phone,1
the application does not open on the redmi note 8 device.,unable to open on redmi note 8,1
but whenever i logged in on one device then the other device gets logged out automatically.,getting auto logged out after logging in on second device,1
not playing videos after subscription. do not purchase the subscription,unable to play video after taking subscription,1
so many buffering issues kindly update,app has buffering issue after the update,1
i can not watch it on android!,unable to watch on android,1
it does not work well with live streaming,live streaming has issues,1
sometimes the screen freezes,screen freezes frequently,1
the current version of hulu is not compatible with ios version 15.4.,unable to use hulu on ios after latest update,1
i wanted to have disney plus,want disney+ subscription,1
"the application works very badly, both on the cell phone and on the tv.",tv app is bad,1
guess it is time to find a new sports app.,bad app for sports,1
my shows will not load.,unable to load shows,1
why am i no longer able to access my account through the app?,unable to access account through the app,1
please fix the hulu app for android devices,unable to use hulu on android,1
it is a pretty good price.,service is good for the price,1
hulu is a waste of money.,hulu has become bad,1
i get a vpn error.,unable to use vpn,1
videos freeze while audio still plays.,screen freezes and audio continues,1
this app is using too much data,data usage is high,1
low quality in full hd resolution..,poor quality video even in hd resolution,1
the app does not support picture in picture for androids.,unable to use picture in picture mode on android,1
the app sucks and it still takes a long time to download,app is bad and download time is slow,1
pip is not supported.,unable to use pip mode,1
it does not allow me to change the language of the subtitles,want subtitles translation in english,1
i think disney + is better than netflix,disney is better than netflix,1
the app is not working at all.in my oneplus 6,app is not working on one plus device,1
"the app is nice, but it lacks a lot of content",platform has poor quality of content,1
"after the update, i can not watch movies",unable to watch movies after update,1
it would also be better to add brightness adjustment.,want screen brightness adjust option,1
"it would be nice to put a ""next episode"" button",want next episode button,1
it seems that this app is not working for ios systems on ipads.,unable to use on ios,1
make a dark mode for ios.,need dark mode on ios,1
it will stay stuck on the hulu screen and then it goes blank.,facing blank screen issue,1
the app will not list the episodes ever since the update.,unable to view episodes in my stuff list,1
i love hulu but the app will not show episodes of tv shows,unable to load episodes on hulu,1
I have deleted and re-download the app twice and now i can not even log in.,unable to login even after reinstalling the app,1
i have high speed internet and video is getting stuck.,video keeps getting stuck while playing,1
it does not support the arabic language,need arabic language support,1
every time i enter the app on my cell phone it takes a long time to open.,loading time is slow on phone,1
but i can not watch it on my lg tv.,unable to play video on tv,1
add an option to edit the subtitles please,want to modify subtitles,1
it no longer works on android or fire stick tv!,unable to use on android or fire stick,1
please improve your app.,need to improve the app,1
get the shows i want for a reasonable price.,good quality of shows at affordable price,1
the movies are in very good quality,good picture quality of movies delivered,1
why is the app not running on my samsung tv.,unable to open on android tv,1
very poor service from hotstar.,poor service from hotstar,1
good sound clarity and picture quality,good sound and picture quality,1
"after opening the app, it freezes and closes automatically shortly afterwards.",app freezes automatically and closes,1
the application does not work on mobile phones or tv.,unable to use on mobile and smart tv,1
not playing highlights on matchs very big problem,unable to play highlights,1
netflix is cheaper than disney+.,disney+ is cheaper than netflix,1
movies do not load.,unable to load movies,1
i have not been able to log in from my cell phone for some time.,unable to login with mobile number,1
"while watching ipl matches , the app keeps on crashing every now and then.",app crashes while watching ipl matches,1
"one of the worst apps i have to use, because i do not have any other options to watch cricket in us.",bad app for watching cricket,1
"after updating, i can no longer use hulu.",unable to use hulu after update,1
and they will not release episodes on time.,want episodes to be released on time,1
on tv the app is painfully slow and very glitchy.,app is slow on tv,1
all i get is a deep blue screen.,facing blue screen issue,1
"when you look in your ""my stuff"" section and try to watch a show, it will not load any of the episodes.",unable to load videos in my stuff list,1
"love the app, but I am having trouble watching anything.",unable to play downloaded video,1
"and on top of all that, the customer service is absolutely atrocious.",need to improve customer service,1
"it keeps loading, and it comes out that there is an error..",unable to load due to error,1
why is the app not functioning in uae?,unable to open app in uae,1
"i try to agree to say that disney + is unavailable in a certain region, and i was picking it up now",unable to use disney+ in some regions,1
it does not work on my huawei,unable to use on huawei,1
i do not install this hotstar,unable to install hotstar,1
could have used a better ui.,need to improve user interface,1
but actually it is my favorite app for a entertainment purpose.,good for entertainment,1
best cricket and entertainment app,good for cricket and serials,1
some episodes are missing.,episodes are missing,1
very worst app can not able to run ipl or online content,bad app to watch ipl,1
i just wanted to watch my show,want to watch tv shows,1
i can not connect from my cell phone.,unable to connect to other devices,1
would be great if the auto play next episode worked.,want auto play next episode option,1
always delays in uploading cook with comali,want cook with comali episodes on time,1
best app for tv,good to watch shows,1
a great app to check on games and team stats,good for keeping up with team scores,1
i could not watch my favourite serials.,unable to watch movies and shows,1
this is one of the worst app i have ever seen mainly because of promoting fake shows like biggboss malayalam.,content is bad due to bigboss malyalam program,1
good spending time app,good for spending time,1
why not put subtitle settings?,unable to select subtitle,1
"the whole point of downloading is to watch offline, but the app wants you to be connected.",unable to offline videos without internet,1
no romanian subtitles available.,want bulgarian language audio and subtitles,1
i have subscribed but i am not happy with hotstar experience,hotstar user experience is bad,1
i have a galaxy s8 and this will not work.,unable to use on galaxy devices,1
it does not work properly on most devices.,does not work on most devices,1
too many ads and not even a single one of them have an option to skip it and most of the ads are so long it becomes irritating to even open this app,unable to skip ad,1
i am unable to stream live matches or any other sports related content.,unable to watch live matches and movies,1
i want to watch free movies,want to watch free movies,1
but since it does not open on the cell phone i can not enter the tv code..,unable to receive login code to sign in on tv,1
hotstar is not working on my television.,unable to use hotstar on android tv,1
what about croatian subtitles?,want croatian language subtitles,1
you should decrease your subscription fee.,want lower subscription charges,1
please add hindi subtitles,want english subtitles for hindi serials,1
I am using 150mbps but the streaming quality is very bad on android tv.,android tv version is bad,1
the app is poorly coded.,app is poorly made,1
the app keeps saying something went wrong.,app keeps saying something went wrong,1
but the picture quality is not great.,poor picture quality,1
worst app cannot show ipl for free,unable to view ipl for free,1
better than the previous update,new update is better,1
i am currently unable to activate subtitles in spanish.,want spanish language subtitles,1
after the latest update the picture mode is not working,unable to use picture in picture mode after latest update,1
crashes everytime whenever i opened this app.,app crashes after opening content,1
i have taken hotstar vip but the live match of ipl is not working,unable to play ipl in hotstar,1
every time i want to open it i have to uninstall and install in order to see,unable to load even after reinstalling the app,1
the videos do not play and the app stops.,app keeps stopping unexpectedly,1
"in addition, it is very affordable.",app has reasonable price,1
"every movie or series i watch, i have to turn off the subtitles.",unable to turn off subtitles,1
the app does not start for me (iphone 12),unable to start on ios,1
it crashes on the splash screen.,app crashes on loading screen,1
they charge a high price,prices are high,1
"also, i have espn+ as part of the disney bundle, but can not watch 3/4ths of the events in this stupid app because i ""do not have a cable provider"".",unable to play video on espn+,1
this app is not designed for chromebook,app is bad on chromebook,1
i pay for espn+ but still have to choose a tv provider to watch anything.,unable to use espn+ without subscribing to cable provider,1
notifications do not work properly.,notifications are not working,1
i love just i wish they would add more animes,want anime content,1
i can play the current episode but can not look at all episodes.,unable to view past videos,1
the app logs me out everytime it updates.,app keeps logging out,1
previous: app is not working on sony smart tv.,app is not working on sony smart tv,1
"when i return to a show i was watching, it often starts up again with an episode I have already seen.",unable to sync watched episodes,1
but today i wanted to watch hulu,want to watch hulu,1
we can download videos in this app.,good app to download videos,1
no hd quality video and very slow loading.,video loading time is slow and video quality is bad,1
app worked fine until last update now i can not open the app on my pixel 5 at all.,unable to open app on pixel device,1
there are many hdr capable phones from samsung and others.,want hdr quality on mobile,1
lack of good movies.,poor quality of movies,1
"before releasing an update, it is to be tested.",need to test before update,1
this app is good to watch highlight matches,good for watching highlights,1
it asks for an update but no updates shown in play store.. please look forward on this issue.,unable to update in play store,1
too dangerous for my children.,bad app for children,1
not all the movies are available,missing some movies,1
sometimes i can not even log in because the app says i put in an incorrect pin which i did not.,unable to login with correct pin,1
netflix and amazon platforms offer even better service.,netflix and amazon are good,1
s22 ultra does not work.,unable to use on s22 ultra,1
"i pre-signed up, but no email came.",unable to receive email for pre-registration,1
why are there no subtitles or dubbing?,want subtitles,1
but there is no updates available on hotstar,unable to update hotstar,1
advertising is so bad,advertisements are bad,1
the play and pause buttons were bugged,play and pause buttons are not bugged,1
"if i close and reopen the app , it keeps buffering persistently .",have to restart the app due to buffering issue,1
"when i enter the app, a warning appears that ""the app is available in certain regions"".",unable to open app in certain regions,1
content playing in moto g71 is jittery and lagging.,video is lagging on moto devices,1
I am in a state where only error code 39 is displayed,getting error code 39,1
movie audio is often too low and of poor quality.,video sound is low,1
i can not play video over wi-fi.,unable to open app with wifi,1
freezes during live streaming of sport events.,video freezes during live matches,1
this app is not working in qatar..,unable to open app in middle east,1
can you add more content?,need to add more content,1
i was sorry that it was not on disney + tv,unable to watch select content on disney+,1
disney is no longer family friendly.,disney is not kids friendly,1
i absolutely love this app but there are so many tv shows missing!,missing some episodes and seasons,1
so i got the disney plus bundle and it will not let me use hulu,unable to use hulu with disney+ bundle,1
they have added ads to the middle of movies.,getting ads in middle of the movies,1
disney+ has a plethora of different programmes and is the most elite tv set i have ever seen i would highly recommend this to everyone,app is good with lots of shows,1
the app is great but there is a missing movie about spider-man with no return home,unable to find spiderman movies,1
i have the disney+ bundle and can never log into the espn + app when i want to watch something,unable to login to espn+,1
espn+ is a waste of time.,espn+ is bad,1
espn sucks it is so bad,espn is bad,1
more options than netflix,better than netflix,1
movies freeze up or the pixels get messed up while viewing.,video freezes while playing,1
your app keeps crashing on my tv.,app keeps crashing on the tv,1
all of the episodes for the season are not displayed.,unable to watch episodes,1
it does not go to full screen anymore after the latest update on android operating system,unable to use full screen on android,1
nice service in low cost,app provides good service,1
worst online movie app,app is bad for movies,1
app crashing during important ipl final.pathetic streaming platform.,app crashing during ipl stream,1
being able to rewatch old disney dramas is great!,good to rewatch classic disney content,1
i have a google pixel 6 and for some reason it does not seem to work.,unable to use on pixel devices,1
I am tired of disney,disney plus is bad,1
i adjust my volume,want volume adjust feature,1
"but it is very bad experience to watch live matches, not showing full screen..",bad experience while watching live matches,1
why remove pip mode?,want to use pip mode,1
pip does not work.,pip is not working,1
it is great that you can watch your movies right from your phone.,good to watch movies on mobile,1
most of the time live streaming of ipl match is not available.,streaming quality is bad during ipl matches,1
"the app was running perfectly until recently, but recently I am always getting error code 39.",facing error 39 issue while using the app,1
no longer compatible with my device for some reason.,facing compatibility issues with the app,1
i recently got the 1 year subscription but am unable to watch the live match.,unable to watch matches with subscription,1
cricket highlights are not running properly,unable to play cricket highlights,1
the app does not work often.,app is not working frequently,1
I am watching a series there is no way to go back to the first episode,unable to navigate through different episodes,1
"it is slow, still buffering.",app is slow and buffers a lot,1
i want to download some content.,want to know how to download,1
the subtitles on the android smart tv started to look bad 2 days ago,unable to see subtitles on android tv,1
while watching highlights during ads it starts buffering,facing buffering issues while ads are playing,1
it is fun to watch movies and spend time with your family,good to watch movies with family,1
please fix the moto g20 screen issues.,facing screen compatibility issues on moto g20,1
the video gets cut and lags a lot,video and audio do not sync,1
